GRAMS	Dust Mass(Msun)	Max C2H2 log(n/cm2)
997	7.78844E-06	18.39
998	7.78844E-07	17.39
999	1.03846E-05	18.52
1000	1.03846E-06	17.52
1001	7.78844E-04	19.79
1002	5.19229E-04	19.62
1003	5.19229E-05	18.62
1004	5.19229E-06	17.62
1005	5.19229E-07	16.62
1006	1.03846E-04	18.92
1007	1.03846E-05	17.92
1008	1.03846E-06	16.92
1009	1.55769E-04	19.09
1010	2.07692E-04	19.22
1011	2.07692E-05	18.22
1012	2.07692E-06	17.22
1013	2.59615E-04	19.31
1014	3.11538E-04	19.39
1015	3.11538E-05	18.39
1016	3.11538E-06	17.39
1017	3.63461E-04	19.46
1018	4.15383E-04	19.52
1019	4.15383E-05	18.52
1020	4.15383E-06	17.52
1021	4.67306E-04	19.57
1022	1.75240E-03	19.79
1023	1.16827E-03	19.62
1024	1.16827E-04	18.62
1025	1.16827E-05	17.62
1026	1.16827E-06	16.62
1027	2.92067E-03	20.01
1028	2.33653E-03	19.92
1029	2.33653E-04	18.92
1030	2.33653E-05	17.92
1031	2.33653E-06	16.92
1032	4.08893E-03	20.16
1033	3.50480E-03	20.09
1034	3.50480E-04	19.09
1035	4.67306E-03	20.22
1036	4.67306E-04	19.22
1037	4.67306E-05	18.22
1038	4.67306E-06	17.22
1039	5.84133E-04	19.31
1040	7.00960E-04	19.39
1041	7.00960E-05	18.39
1042	7.00960E-06	17.39
1043	8.17786E-04	19.46
1044	9.34613E-04	19.52
1045	9.34613E-05	18.52
1046	9.34613E-06	17.52
1047	1.05144E-03	19.57
1048	4.24037E-03	19.79
1049	2.82692E-03	19.62
1050	2.82692E-04	18.62
1051	2.82692E-05	17.62
1052	2.82692E-06	16.62
1053	7.06729E-03	20.01
1054	5.65383E-03	19.92
1055	5.65383E-04	18.92
1056	5.65383E-05	17.92
1057	5.65383E-06	16.92
1058	9.89420E-03	20.16
1059	8.48075E-03	20.09
1060	8.48075E-04	19.09
1061	1.13077E-02	20.22
1062	1.13077E-03	19.22
1063	1.13077E-04	18.22
1064	1.13077E-05	17.22
1065	1.41346E-03	19.31
1066	1.69615E-03	19.39
1067	1.69615E-04	18.39
1068	1.69615E-05	17.39
1069	1.97884E-03	19.46
1070	2.26153E-03	19.52
1071	2.26153E-04	18.52
1072	2.26153E-05	17.52
1073	2.54422E-03	19.57
1074	1.24615E-02	19.79
1075	8.30767E-03	19.62
1076	8.30767E-04	18.62
1077	8.30767E-05	17.62
1078	8.30767E-06	16.62
1079	2.07692E-02	20.01
1080	1.66153E-02	19.92
1081	1.66153E-03	18.92
1082	1.66153E-04	17.92
1083	1.66153E-05	16.92
1084	2.90768E-02	20.16
1085	2.49230E-02	20.09
1086	2.49230E-03	19.09
1087	3.32307E-02	20.22
1088	3.32307E-03	19.22
1089	3.32307E-04	18.22
1090	3.32307E-05	17.22
1091	4.15383E-03	19.31
1092	4.98460E-03	19.39
1093	4.98460E-04	18.39
1094	4.98460E-05	17.39
1095	5.81537E-03	19.46
1096	6.64614E-03	19.52
1097	6.64614E-04	18.52
1098	6.64614E-05	17.52
1099	7.47690E-03	19.57
1100	1.29807E-05	18.62
1101	1.29807E-06	17.62
1102	1.29807E-07	16.62
1103	2.59615E-06	17.92
1104	2.59615E-07	16.92
1105	5.19229E-06	18.22
1106	5.19229E-07	17.22
1107	7.78844E-06	18.39
1108	7.78844E-07	17.39
1109	1.03846E-05	18.52
1110	1.03846E-06	17.52
1111	7.78844E-04	19.79
1112	5.19229E-04	19.62
1113	5.19229E-05	18.62
1114	5.19229E-06	17.62
1115	5.19229E-07	16.62
1116	1.03846E-04	18.92
1117	1.03846E-05	17.92
1118	1.03846E-06	16.92
1119	1.55769E-04	19.09
1120	2.07692E-04	19.22
1121	2.07692E-05	18.22
1122	2.07692E-06	17.22
1123	2.59615E-04	19.31
1124	3.11538E-04	19.39
1125	3.11538E-05	18.39
1126	3.11538E-06	17.39
1127	3.63461E-04	19.46
1128	4.15383E-04	19.52
1129	4.15383E-05	18.52
1130	4.15383E-06	17.52
1131	4.67306E-04	19.57
1132	1.75240E-03	19.79
1133	1.16827E-03	19.62
1134	1.16827E-04	18.62
1135	1.16827E-05	17.62
1136	1.16827E-06	16.62
1137	2.92067E-03	20.01
1138	2.33653E-03	19.92
1139	2.33653E-04	18.92
1140	2.33653E-05	17.92
1141	2.33653E-06	16.92
1142	4.08893E-03	20.16
1143	3.50480E-03	20.09
1144	3.50480E-04	19.09
1145	4.67306E-03	20.22
1146	4.67306E-04	19.22
1147	4.67306E-05	18.22
1148	4.67306E-06	17.22
1149	5.84133E-04	19.31
1150	7.00960E-04	19.39
1151	7.00960E-05	18.39
1152	7.00960E-06	17.39
1153	8.17786E-04	19.46
1154	9.34613E-04	19.52
1155	9.34613E-05	18.52
1156	9.34613E-06	17.52
1157	1.05144E-03	19.57
1158	4.24037E-03	19.79
1159	2.82692E-03	19.62
1160	2.82692E-04	18.62
1161	2.82692E-05	17.62
1162	2.82692E-06	16.62
1163	7.06729E-03	20.01
1164	5.65383E-03	19.92
1165	5.65383E-04	18.92
1166	5.65383E-05	17.92
1167	5.65383E-06	16.92
1168	9.89420E-03	20.16
1169	8.48075E-03	20.09
1170	8.48075E-04	19.09
1171	1.13077E-02	20.22
1172	1.13077E-03	19.22
1173	1.13077E-04	18.22
1174	1.13077E-05	17.22
1175	1.41346E-03	19.31
1176	1.69615E-03	19.39
1177	1.69615E-04	18.39
1178	1.69615E-05	17.39
1179	1.97884E-03	19.46
1180	2.26153E-03	19.52
1181	2.26153E-04	18.52
1182	2.26153E-05	17.52
1183	2.54422E-03	19.57
1184	1.24615E-02	19.79
1185	8.30767E-03	19.62
1186	8.30767E-04	18.62
1187	8.30767E-05	17.62
1188	8.30767E-06	16.62
1189	2.07692E-02	20.01
1190	1.66153E-02	19.92
1191	1.66153E-03	18.92
1192	1.66153E-04	17.92
1193	1.66153E-05	16.92
1194	2.90768E-02	20.16
1195	2.49230E-02	20.09
1196	2.49230E-03	19.09
1197	3.32307E-02	20.22
1198	3.32307E-03	19.22
1199	3.32307E-04	18.22
1200	3.32307E-05	17.22
1201	4.15383E-03	19.31
1202	4.98460E-03	19.39
1203	4.98460E-04	18.39
1204	4.98460E-05	17.39
1205	5.81537E-03	19.46
1206	6.64614E-03	19.52
1207	6.64614E-04	18.52
1208	6.64614E-05	17.52
1209	7.47690E-03	19.57
1210	1.63418E-05	18.62
1211	1.63418E-06	17.62
1212	1.63418E-07	16.62
1213	3.26836E-06	17.92
1214	3.26836E-07	16.92
1215	6.53671E-06	18.22
1216	6.53671E-07	17.22
1217	9.80506E-06	18.39
1218	9.80506E-07	17.39
1219	1.30734E-05	18.52
1220	1.30734E-06	17.52
1221	9.80507E-04	19.79
1222	6.53671E-04	19.62
1223	6.53671E-05	18.62
1224	6.53671E-06	17.62
1225	6.53671E-07	16.62
1226	1.30734E-04	18.92
1227	1.30734E-05	17.92
1228	1.30734E-06	16.92
1229	1.96101E-04	19.09
1230	2.61468E-04	19.22
1231	2.61468E-05	18.22
1232	2.61468E-06	17.22
1233	3.26836E-04	19.31
1234	3.92203E-04	19.39
1235	3.92203E-05	18.39
1236	3.92203E-06	17.39
1237	4.57570E-04	19.46
1238	5.22937E-04	19.52
1239	5.22937E-05	18.52
1240	5.22937E-06	17.52
1241	5.88304E-04	19.57
1242	2.20614E-03	19.79
1243	1.47076E-03	19.62
1244	1.47076E-04	18.62
1245	1.47076E-05	17.62
1246	1.47076E-06	16.62
1247	3.67690E-03	20.01
1248	2.94152E-03	19.92
1249	2.94152E-04	18.92
1250	2.94152E-05	17.92
1251	2.94152E-06	16.92
1252	5.14766E-03	20.16
1253	4.41228E-03	20.09
1254	4.41228E-04	19.09
1255	5.88304E-03	20.22
1256	5.88304E-04	19.22
1257	5.88304E-05	18.22
1258	5.88304E-06	17.22
1259	7.35380E-04	19.31
1260	8.82456E-04	19.39
1261	8.82456E-05	18.39
1262	8.82456E-06	17.39
1263	1.02953E-03	19.46
1264	1.17661E-03	19.52
1265	1.17661E-04	18.52
1266	1.17661E-05	17.52
1267	1.32368E-03	19.57
1268	5.33831E-03	19.79
1269	3.55888E-03	19.62
1270	3.55888E-04	18.62
1271	3.55888E-05	17.62
1272	3.55888E-06	16.62
1273	8.89719E-03	20.01
1274	7.11775E-03	19.92
1275	7.11775E-04	18.92
1276	7.11775E-05	17.92
1277	7.11775E-06	16.92
1278	1.24561E-02	20.16
1279	1.06766E-02	20.09
1280	1.06766E-03	19.09
1281	1.42355E-02	20.22
1282	1.42355E-03	19.22
1283	1.42355E-04	18.22
1284	1.42355E-05	17.22
1285	1.77944E-03	19.31
1286	2.13533E-03	19.39
1287	2.13533E-04	18.39
1288	2.13533E-05	17.39
1289	2.49121E-03	19.46
1290	2.84710E-03	19.52
1291	2.84710E-04	18.52
1292	2.84710E-05	17.52
1293	3.20299E-03	19.57
1294	1.56881E-02	19.79
1295	1.04587E-02	19.62
1296	1.04587E-03	18.62
1297	1.04587E-04	17.62
1298	1.04587E-05	16.62
1299	2.61468E-02	20.01
1300	2.09175E-02	19.92
1301	2.09175E-03	18.92
1302	2.09175E-04	17.92
1303	2.09175E-05	16.92
1304	3.66056E-02	20.16
1305	3.13762E-02	20.09
1306	3.13762E-03	19.09
1307	4.18349E-02	20.22
1308	4.18349E-03	19.22
1309	4.18349E-04	18.22
1310	4.18349E-05	17.22
1311	5.22937E-03	19.31
1312	6.27524E-03	19.39
1313	6.27524E-04	18.39
1314	6.27524E-05	17.39
1315	7.32112E-03	19.46
1316	8.36699E-03	19.52
1317	8.36699E-04	18.52
1318	8.36699E-05	17.52
1319	9.41286E-03	19.57
1320	2.05731E-05	18.62
1321	2.05731E-06	17.62
1322	2.05731E-07	16.62
1323	4.11462E-06	17.92
1324	4.11462E-07	16.92
1325	8.22923E-06	18.22
1326	8.22923E-07	17.22
1327	1.23438E-05	18.39
1328	1.23438E-06	17.39
1329	1.64585E-05	18.52
1330	1.64585E-06	17.52
1331	1.23438E-03	19.79
1332	8.22923E-04	19.62
1333	8.22923E-05	18.62
1334	8.22923E-06	17.62
1335	8.22923E-07	16.62
1336	1.64585E-04	18.92
1337	1.64585E-05	17.92
1338	1.64585E-06	16.92
1339	2.46877E-04	19.09
1340	3.29169E-04	19.22
1341	3.29169E-05	18.22
1342	3.29169E-06	17.22
1343	4.11462E-04	19.31
1344	4.93754E-04	19.39
1345	4.93754E-05	18.39
1346	4.93754E-06	17.39
1347	5.76046E-04	19.46
1348	6.58339E-04	19.52
1349	6.58338E-05	18.52
1350	6.58338E-06	17.52
1351	7.40631E-04	19.57
1352	2.77737E-03	19.79
1353	1.85158E-03	19.62
1354	1.85158E-04	18.62
1355	1.85158E-05	17.62
1356	1.85158E-06	16.62
1357	4.62894E-03	20.01
1358	3.70315E-03	19.92
1359	3.70315E-04	18.92
1360	3.70315E-05	17.92
1361	3.70315E-06	16.92
1362	6.48052E-03	20.16
1363	5.55473E-03	20.09
1364	5.55473E-04	19.09
1365	7.40631E-03	20.22
1366	7.40631E-04	19.22
1367	7.40631E-05	18.22
1368	7.40631E-06	17.22
1369	9.25788E-04	19.31
1370	1.11095E-03	19.39
1371	1.11095E-04	18.39
1372	1.11095E-05	17.39
1373	1.29610E-03	19.46
1374	1.48126E-03	19.52
1375	1.48126E-04	18.52
1376	1.48126E-05	17.52
1377	1.66642E-03	19.57
1378	6.72054E-03	19.79
1379	4.48036E-03	19.62
1380	4.48036E-04	18.62
1381	4.48036E-05	17.62
1382	4.48036E-06	16.62
1383	1.12009E-02	20.01
1384	8.96072E-03	19.92
1385	8.96072E-04	18.92
1386	8.96072E-05	17.92
1387	8.96072E-06	16.92
1388	1.56813E-02	20.16
1389	1.34411E-02	20.09
1390	1.34411E-03	19.09
1391	1.79214E-02	20.22
1392	1.79214E-03	19.22
1393	1.79214E-04	18.22
1394	1.79214E-05	17.22
1395	2.24018E-03	19.31
1396	2.68822E-03	19.39
1397	2.68822E-04	18.39
1398	2.68822E-05	17.39
1399	3.13625E-03	19.46
1400	3.58429E-03	19.52
1401	3.58429E-04	18.52
1402	3.58429E-05	17.52
1403	4.03232E-03	19.57
1404	1.97502E-02	19.79
1405	1.31668E-02	19.62
1406	1.31668E-03	18.62
1407	1.31668E-04	17.62
1408	1.31668E-05	16.62
1409	3.29169E-02	20.01
1410	2.63335E-02	19.92
1411	2.63335E-03	18.92
1412	2.63335E-04	17.92
1413	2.63335E-05	16.92
1414	4.60837E-02	20.16
1415	3.95003E-02	20.09
1416	3.95003E-03	19.09
1417	5.26671E-02	20.22
1418	5.26671E-03	19.22
1419	5.26671E-04	18.22
1420	5.26671E-05	17.22
1421	6.58339E-03	19.31
1422	7.90006E-03	19.39
1423	7.90006E-04	18.39
1424	7.90006E-05	17.39
1425	9.21674E-03	19.46
1426	1.05334E-02	19.52
1427	1.05334E-03	18.52
1428	1.05334E-04	17.52
1429	1.18501E-02	19.57
1430	2.05731E-05	18.62
1431	2.05731E-06	17.62
1432	2.05731E-07	16.62
1433	4.11462E-06	17.92
1434	4.11462E-07	16.92
1435	8.22923E-06	18.22
1436	8.22923E-07	17.22
1437	1.23438E-05	18.39
1438	1.23438E-06	17.39
1439	1.64585E-05	18.52
1440	1.64585E-06	17.52
1441	1.23438E-03	19.79
1442	8.22923E-04	19.62
1443	8.22923E-05	18.62
1444	8.22923E-06	17.62
1445	8.22923E-07	16.62
1446	1.64585E-04	18.92
1447	1.64585E-05	17.92
1448	1.64585E-06	16.92
1449	2.46877E-04	19.09
1450	3.29169E-04	19.22
1451	3.29169E-05	18.22
1452	3.29169E-06	17.22
1453	4.11462E-04	19.31
1454	4.93754E-04	19.39
1455	4.93754E-05	18.39
1456	4.93754E-06	17.39
1457	5.76046E-04	19.46
1458	6.58339E-04	19.52
1459	6.58338E-05	18.52
1460	6.58338E-06	17.52
1461	7.40631E-04	19.57
1462	2.77737E-03	19.79
1463	1.85158E-03	19.62
1464	1.85158E-04	18.62
1465	1.85158E-05	17.62
1466	1.85158E-06	16.62
1467	4.62894E-03	20.01
1468	3.70315E-03	19.92
1469	3.70315E-04	18.92
1470	3.70315E-05	17.92
1471	3.70315E-06	16.92
1472	6.48052E-03	20.16
1473	5.55473E-03	20.09
1474	5.55473E-04	19.09
1475	7.40631E-03	20.22
1476	7.40631E-04	19.22
1477	7.40631E-05	18.22
1478	7.40631E-06	17.22
1479	9.25788E-04	19.31
1480	1.11095E-03	19.39
1481	1.11095E-04	18.39
1482	1.11095E-05	17.39
1483	1.29610E-03	19.46
1484	1.48126E-03	19.52
1485	1.48126E-04	18.52
1486	1.48126E-05	17.52
1487	1.66642E-03	19.57
1488	6.72054E-03	19.79
1489	4.48036E-03	19.62
1490	4.48036E-04	18.62
1491	4.48036E-05	17.62
1492	4.48036E-06	16.62
1493	1.12009E-02	20.01
1494	8.96072E-03	19.92
1495	8.96072E-04	18.92
1496	8.96072E-05	17.92
1497	8.96072E-06	16.92
1498	1.56813E-02	20.16
1499	1.34411E-02	20.09
1500	1.34411E-03	19.09
1501	1.79214E-02	20.22
1502	1.79214E-03	19.22
1503	1.79214E-04	18.22
1504	1.79214E-05	17.22
1505	2.24018E-03	19.31
1506	2.68822E-03	19.39
1507	2.68822E-04	18.39
1508	2.68822E-05	17.39
1509	3.13625E-03	19.46
1510	3.58429E-03	19.52
1511	3.58429E-04	18.52
1512	3.58429E-05	17.52
1513	4.03232E-03	19.57
1514	1.97502E-02	19.79
1515	1.31668E-02	19.62
1516	1.31668E-03	18.62
1517	1.31668E-04	17.62
1518	1.31668E-05	16.62
1519	3.29169E-02	20.01
1520	2.63335E-02	19.92
1521	2.63335E-03	18.92
1522	2.63335E-04	17.92
1523	2.63335E-05	16.92
1524	4.60837E-02	20.16
1525	3.95003E-02	20.09
1526	3.95003E-03	19.09
1527	5.26671E-02	20.22
1528	5.26671E-03	19.22
1529	5.26671E-04	18.22
1530	5.26671E-05	17.22
1531	6.58339E-03	19.31
1532	7.90006E-03	19.39
1533	7.90006E-04	18.39
1534	7.90006E-05	17.39
1535	9.21674E-03	19.46
1536	1.05334E-02	19.52
1537	1.05334E-03	18.52
1538	1.05334E-04	17.52
1539	1.18501E-02	19.57
1540	2.05731E-05	18.62
1541	2.05731E-06	17.62
1542	2.05731E-07	16.62
1543	4.11462E-06	17.92
1544	4.11462E-07	16.92
1545	8.22923E-06	18.22
1546	8.22923E-07	17.22
1547	1.23438E-05	18.39
1548	1.23438E-06	17.39
1549	1.64585E-05	18.52
1550	1.64585E-06	17.52
1551	1.23438E-03	19.79
1552	8.22923E-04	19.62
1553	8.22923E-05	18.62
1554	8.22923E-06	17.62
1555	8.22923E-07	16.62
1556	1.64585E-04	18.92
1557	1.64585E-05	17.92
1558	1.64585E-06	16.92
1559	2.46877E-04	19.09
1560	3.29169E-04	19.22
1561	3.29169E-05	18.22
1562	3.29169E-06	17.22
1563	4.11462E-04	19.31
1564	4.93754E-04	19.39
1565	4.93754E-05	18.39
1566	4.93754E-06	17.39
1567	5.76046E-04	19.46
1568	6.58339E-04	19.52
1569	6.58338E-05	18.52
1570	6.58338E-06	17.52
1571	7.40631E-04	19.57
1572	2.77737E-03	19.79
1573	1.85158E-03	19.62
1574	1.85158E-04	18.62
1575	1.85158E-05	17.62
1576	1.85158E-06	16.62
1577	4.62894E-03	20.01
1578	3.70315E-03	19.92
1579	3.70315E-04	18.92
1580	3.70315E-05	17.92
1581	3.70315E-06	16.92
1582	6.48052E-03	20.16
1583	5.55473E-03	20.09
1584	5.55473E-04	19.09
1585	7.40631E-03	20.22
1586	7.40631E-04	19.22
1587	7.40631E-05	18.22
1588	7.40631E-06	17.22
1589	9.25788E-04	19.31
1590	1.11095E-03	19.39
1591	1.11095E-04	18.39
1592	1.11095E-05	17.39
1593	1.29610E-03	19.46
1594	1.48126E-03	19.52
1595	1.48126E-04	18.52
1596	1.48126E-05	17.52
1597	1.66642E-03	19.57
1598	6.72054E-03	19.79
1599	4.48036E-03	19.62
1600	4.48036E-04	18.62
1601	4.48036E-05	17.62
1602	4.48036E-06	16.62
1603	1.12009E-02	20.01
1604	8.96072E-03	19.92
1605	8.96072E-04	18.92
1606	8.96072E-05	17.92
1607	8.96072E-06	16.92
1608	1.56813E-02	20.16
1609	1.34411E-02	20.09
1610	1.34411E-03	19.09
1611	1.79214E-02	20.22
1612	1.79214E-03	19.22
1613	1.79214E-04	18.22
1614	1.79214E-05	17.22
1615	2.24018E-03	19.31
1616	2.68822E-03	19.39
1617	2.68822E-04	18.39
1618	2.68822E-05	17.39
1619	3.13625E-03	19.46
1620	3.58429E-03	19.52
1621	3.58429E-04	18.52
1622	3.58429E-05	17.52
1623	4.03232E-03	19.57
1624	1.97502E-02	19.79
1625	1.31668E-02	19.62
1626	1.31668E-03	18.62
1627	1.31668E-04	17.62
1628	1.31668E-05	16.62
1629	3.29169E-02	20.01
1630	2.63335E-02	19.92
1631	2.63335E-03	18.92
1632	2.63335E-04	17.92
1633	2.63335E-05	16.92
1634	4.60837E-02	20.16
1635	3.95003E-02	20.09
1636	3.95003E-03	19.09
1637	5.26671E-02	20.22
1638	5.26671E-03	19.22
1639	5.26671E-04	18.22
1640	5.26671E-05	17.22
1641	6.58339E-03	19.31
1642	7.90006E-03	19.39
1643	7.90006E-04	18.39
1644	7.90006E-05	17.39
1645	9.21674E-03	19.46
1646	1.05334E-02	19.52
1647	1.05334E-03	18.52
1648	1.05334E-04	17.52
1649	1.18501E-02	19.57
1650	3.26061E-05	18.62
1651	3.26061E-06	17.62
1652	3.26061E-07	16.62
1653	6.52122E-06	17.92
1654	6.52122E-07	16.92
1655	1.30424E-05	18.22
1656	1.30424E-06	17.22
1657	1.95637E-05	18.39
1658	1.95637E-06	17.39
1659	2.60849E-05	18.52
1660	2.60849E-06	17.52
1661	1.95637E-03	19.79
1662	1.30424E-03	19.62
1663	1.30424E-04	18.62
1664	1.30424E-05	17.62
1665	1.30424E-06	16.62
1666	2.60849E-04	18.92
1667	2.60849E-05	17.92
1668	2.60849E-06	16.92
1669	3.91274E-04	19.09
1670	5.21698E-04	19.22
1671	5.21698E-05	18.22
1672	5.21698E-06	17.22
1673	6.52123E-04	19.31
1674	7.82547E-04	19.39
1675	7.82547E-05	18.39
1676	7.82547E-06	17.39
1677	9.12972E-04	19.46
1678	1.04340E-03	19.52
1679	1.04340E-04	18.52
1680	1.04340E-05	17.52
1681	1.17382E-03	19.57
1682	4.40183E-03	19.79
1683	2.93455E-03	19.62
1684	2.93455E-04	18.62
1685	2.93455E-05	17.62
1686	2.93455E-06	16.62
1687	7.33638E-03	20.01
1688	5.86910E-03	19.92
1689	5.86910E-04	18.92
1690	5.86910E-05	17.92
1691	5.86910E-06	16.92
1692	1.02709E-02	20.16
1693	8.80366E-03	20.09
1694	8.80366E-04	19.09
1695	1.17382E-02	20.22
1696	1.17382E-03	19.22
1697	1.17382E-04	18.22
1698	1.17382E-05	17.22
1699	1.46728E-03	19.31
1700	1.76073E-03	19.39
1701	1.76073E-04	18.39
1702	1.76073E-05	17.39
1703	2.05419E-03	19.46
1704	2.34764E-03	19.52
1705	2.34764E-04	18.52
1706	2.34764E-05	17.52
1707	2.64110E-03	19.57
1708	1.06513E-02	19.79
1709	7.10089E-03	19.62
1710	7.10089E-04	18.62
1711	7.10089E-05	17.62
1712	7.10089E-06	16.62
1713	1.77522E-02	20.01
1714	1.42018E-02	19.92
1715	1.42018E-03	18.92
1716	1.42018E-04	17.92
1717	1.42018E-05	16.92
1718	2.48531E-02	20.16
1719	2.13027E-02	20.09
1720	2.13027E-03	19.09
1721	2.84036E-02	20.22
1722	2.84036E-03	19.22
1723	2.84036E-04	18.22
1724	2.84036E-05	17.22
1725	3.55045E-03	19.31
1726	4.26053E-03	19.39
1727	4.26053E-04	18.39
1728	4.26053E-05	17.39
1729	4.97062E-03	19.46
1730	5.68071E-03	19.52
1731	5.68071E-04	18.52
1732	5.68071E-05	17.52
1733	6.39080E-03	19.57
1734	3.13019E-02	19.79
1735	2.08679E-02	19.62
1736	2.08679E-03	18.62
1737	2.08679E-04	17.62
1738	2.08679E-05	16.62
1739	5.21698E-02	20.01
1740	4.17358E-02	19.92
1741	4.17358E-03	18.92
1742	4.17358E-04	17.92
1743	4.17358E-05	16.92
1744	7.30377E-02	20.16
1745	6.26038E-02	20.09
1746	6.26038E-03	19.09
1747	8.34717E-02	20.22
1748	8.34717E-03	19.22
1749	8.34717E-04	18.22
1750	8.34717E-05	17.22
1751	1.04340E-02	19.31
1752	1.25208E-02	19.39
1753	1.25208E-03	18.39
1754	1.25208E-04	17.39
1755	1.46075E-02	19.46
1756	1.66943E-02	19.52
1757	1.66943E-03	18.52
1758	1.66943E-04	17.52
1759	1.87811E-02	19.57
1760	3.26061E-05	18.62
1761	3.26061E-06	17.62
1762	3.26061E-07	16.62
1763	6.52122E-06	17.92
1764	6.52122E-07	16.92
1765	1.30424E-05	18.22
1766	1.30424E-06	17.22
1767	1.95637E-05	18.39
1768	1.95637E-06	17.39
1769	2.60849E-05	18.52
1770	2.60849E-06	17.52
1771	1.95637E-03	19.79
1772	1.30424E-03	19.62
1773	1.30424E-04	18.62
1774	1.30424E-05	17.62
1775	1.30424E-06	16.62
1776	2.60849E-04	18.92
1777	2.60849E-05	17.92
1778	2.60849E-06	16.92
1779	3.91274E-04	19.09
1780	5.21698E-04	19.22
1781	5.21698E-05	18.22
1782	5.21698E-06	17.22
1783	6.52123E-04	19.31
1784	7.82547E-04	19.39
1785	7.82547E-05	18.39
1786	7.82547E-06	17.39
1787	9.12972E-04	19.46
1788	1.04340E-03	19.52
1789	1.04340E-04	18.52
1790	1.04340E-05	17.52
1791	1.17382E-03	19.57
1792	4.40183E-03	19.79
1793	2.93455E-03	19.62
1794	2.93455E-04	18.62
1795	2.93455E-05	17.62
1796	2.93455E-06	16.62
1797	7.33638E-03	20.01
1798	5.86910E-03	19.92
1799	5.86910E-04	18.92
1800	5.86910E-05	17.92
1801	5.86910E-06	16.92
1802	1.02709E-02	20.16
1803	8.80366E-03	20.09
1804	8.80366E-04	19.09
1805	1.17382E-02	20.22
1806	1.17382E-03	19.22
1807	1.17382E-04	18.22
1808	1.17382E-05	17.22
1809	1.46728E-03	19.31
1810	1.76073E-03	19.39
1811	1.76073E-04	18.39
1812	1.76073E-05	17.39
1813	2.05419E-03	19.46
1814	2.34764E-03	19.52
1815	2.34764E-04	18.52
1816	2.34764E-05	17.52
1817	2.64110E-03	19.57
1818	1.06513E-02	19.79
1819	7.10089E-03	19.62
1820	7.10089E-04	18.62
1821	7.10089E-05	17.62
1822	7.10089E-06	16.62
1823	1.77522E-02	20.01
1824	1.42018E-02	19.92
1825	1.42018E-03	18.92
1826	1.42018E-04	17.92
1827	1.42018E-05	16.92
1828	2.48531E-02	20.16
1829	2.13027E-02	20.09
1830	2.13027E-03	19.09
1831	2.84036E-02	20.22
1832	2.84036E-03	19.22
1833	2.84036E-04	18.22
1834	2.84036E-05	17.22
1835	3.55045E-03	19.31
1836	4.26053E-03	19.39
1837	4.26053E-04	18.39
1838	4.26053E-05	17.39
1839	4.97062E-03	19.46
1840	5.68071E-03	19.52
1841	5.68071E-04	18.52
1842	5.68071E-05	17.52
1843	6.39080E-03	19.57
1844	3.13019E-02	19.79
1845	2.08679E-02	19.62
1846	2.08679E-03	18.62
1847	2.08679E-04	17.62
1848	2.08679E-05	16.62
1849	5.21698E-02	20.01
1850	4.17358E-02	19.92
1851	4.17358E-03	18.92
1852	4.17358E-04	17.92
1853	4.17358E-05	16.92
1854	7.30377E-02	20.16
1855	6.26038E-02	20.09
1856	6.26038E-03	19.09
1857	8.34717E-02	20.22
1858	8.34717E-03	19.22
1859	8.34717E-04	18.22
1860	8.34717E-05	17.22
1861	1.04340E-02	19.31
1862	1.25208E-02	19.39
1863	1.25208E-03	18.39
1864	1.25208E-04	17.39
1865	1.46075E-02	19.46
1866	1.66943E-02	19.52
1867	1.66943E-03	18.52
1868	1.66943E-04	17.52
1869	1.87811E-02	19.57
1870	4.10487E-05	18.62
1871	4.10487E-06	17.62
1872	4.10487E-07	16.62
1873	8.20974E-06	17.92
1874	8.20974E-07	16.92
1875	1.64195E-05	18.22
1876	1.64195E-06	17.22
1877	2.46292E-05	18.39
1878	2.46292E-06	17.39
1879	3.28389E-05	18.52
1880	3.28389E-06	17.52
1881	2.46292E-03	19.79
1882	1.64195E-03	19.62
1883	1.64195E-04	18.62
1884	1.64195E-05	17.62
1885	1.64195E-06	16.62
1886	3.28390E-04	18.92
1887	3.28390E-05	17.92
1888	3.28390E-06	16.92
1889	4.92584E-04	19.09
1890	6.56779E-04	19.22
1891	6.56779E-05	18.22
1892	6.56779E-06	17.22
1893	8.20974E-04	19.31
1894	9.85168E-04	19.39
1895	9.85169E-05	18.39
1896	9.85168E-06	17.39
1897	1.14936E-03	19.46
1898	1.31356E-03	19.52
1899	1.31356E-04	18.52
1900	1.31356E-05	17.52
1901	1.47775E-03	19.57
1902	5.54157E-03	19.79
1903	3.69438E-03	19.62
1904	3.69438E-04	18.62
1905	3.69438E-05	17.62
1906	3.69438E-06	16.62
1907	9.23595E-03	20.01
1908	7.38876E-03	19.92
1909	7.38876E-04	18.92
1910	7.38876E-05	17.92
1911	7.38876E-06	16.92
1912	1.29303E-02	20.16
1913	1.10831E-02	20.09
1914	1.10831E-03	19.09
1915	1.47775E-02	20.22
1916	1.47775E-03	19.22
1917	1.47775E-04	18.22
1918	1.47775E-05	17.22
1919	1.84719E-03	19.31
1920	2.21663E-03	19.39
1921	2.21663E-04	18.39
1922	2.21663E-05	17.39
1923	2.58607E-03	19.46
1924	2.95551E-03	19.52
1925	2.95551E-04	18.52
1926	2.95551E-05	17.52
1927	3.32494E-03	19.57
