GRAM	c2h2	chi_tot
656	405	1.02584E+02
656	446	1.02706E+02
656	364	1.03127E+02
656	487	1.03316E+02
656	445	1.03347E+02
656	404	1.03422E+02
656	365	1.03422E+02
766	405	1.03467E+02
766	446	1.03568E+02
656	406	1.03693E+02
656	447	1.03958E+02
766	364	1.03986E+02
876	405	1.03995E+02
656	324	1.04001E+02
876	446	1.04079E+02
766	445	1.04093E+02
766	487	1.04102E+02
656	488	1.04199E+02
766	404	1.04202E+02
656	486	1.04236E+02
766	365	1.04373E+02
876	364	1.04532E+02
876	487	1.04593E+02
876	445	1.04619E+02
656	528	1.04633E+02
656	325	1.04637E+02
766	406	1.04682E+02
656	363	1.04742E+02
876	404	1.04750E+02
656	529	1.04801E+02
766	324	1.04876E+02
876	365	1.04895E+02
766	486	1.04896E+02
766	447	1.04939E+02
766	488	1.05117E+02
876	406	1.05192E+02
656	323	1.05239E+02
766	528	1.05285E+02
876	486	1.05395E+02
876	324	1.05421E+02
876	447	1.05440E+02
766	363	1.05512E+02
766	325	1.05593E+02
766	529	1.05594E+02
876	488	1.05604E+02
656	366	1.05711E+02
656	285	1.05718E+02
656	284	1.05732E+02
876	528	1.05744E+02
656	444	1.05870E+02
766	323	1.06036E+02
876	529	1.06054E+02
876	363	1.06084E+02
876	325	1.06109E+02
656	403	1.06141E+02
656	527	1.06175E+02
656	570	1.06257E+02
766	444	1.06507E+02
766	284	1.06572E+02
656	530	1.06590E+02
876	323	1.06610E+02
766	285	1.06627E+02
766	527	1.06692E+02
656	407	1.06755E+02
766	366	1.06757E+02
656	489	1.06813E+02
766	403	1.06823E+02
766	570	1.06860E+02
656	485	1.06988E+02
656	571	1.07020E+02
656	569	1.07021E+02
876	444	1.07050E+02
656	448	1.07058E+02
876	284	1.07125E+02
876	285	1.07148E+02
876	527	1.07155E+02
876	366	1.07256E+02
656	326	1.07270E+02
876	570	1.07278E+02
876	403	1.07394E+02
656	283	1.07456E+02
766	569	1.07477E+02
766	485	1.07528E+02
766	530	1.07530E+02
